normalized_term,source_count,source_secid,source_name,term,definition,source_anchor
black,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,BLACK,"1. (N) Designation for data that consists only of cipher text, and
for information system equipment items or facilities that handle
only cipher text. Example: ""BLACK key"". (See: BCR, color change,
RED/BLACK separation. Compare: RED.)

2. (O) /U.S. Government/ ""Designation applied to information
systems, and to associated areas, circuits, components, and
equipment, in which national security information is encrypted or
is not processed."" [C4009]

3. (D) Any data that can be disclosed without harm.

Deprecated Definition: IDOCs SHOULD NOT use the term with
definition 3 because the definition is ambiguous with regard to
whether or not the data is protected.",rfc4949-section-4-black
black,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,BLACK,"Designation applied to information systems, and to associated areas, circuits, components, and equipment, in which national security information is encrypted or is not processed.",https://csrc.nist.gov/glossary/term/black
black,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,BLACK,"Designation applied to encrypted information and the information systems, the associated areas, circuits, components, and equipment processing that information.",https://csrc.nist.gov/glossary/term/black
block cipher,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,block cipher,"(I) An encryption algorithm that breaks plain text into fixed-size
segments and uses the same key to transform each plaintext segment
into a fixed-size segment of cipher text. Examples: AES, Blowfish,
DEA, IDEA, RC2, and SKIPJACK. (See: block, mode. Compare: stream
cipher.)

Tutorial: A block cipher can be adapted to have a different
external interface, such as that of a stream cipher, by using a
mode of cryptographic operation to package the basic algorithm.
(See: CBC, CCM, CFB, CMAC, CTR, DEA, ECB, OFB.)",rfc4949-section-4-block-cipher
block cipher,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,block cipher,A family of permutations of blocks that is parameterized by the key.,https://csrc.nist.gov/glossary/term/block_cipher
block cipher,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,block cipher,A family of functions and their inverse functions that is parameterized by cryptographic keys; the functions map bit strings of a fixed length to bit strings of the same length.,https://csrc.nist.gov/glossary/term/block_cipher
block cipher,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,block cipher,An invertible symmetric-key cryptographic algorithm that operates on fixed-length blocks of input using a secret key and an unvarying transformation algorithm. The resulting output block is the same length as the input block.,https://csrc.nist.gov/glossary/term/block_cipher
block cipher,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,block cipher,A family of functions and their inverse functions that is parameterized by cryptographic keys; the functions map bit strings of a fixed length to bit strings of the same length.,https://csrc.nist.gov/glossary/term/block_cipher
block cipher,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,block cipher,An algorithm for a parameterized family of permutations on bit strings of a fixed length.,https://csrc.nist.gov/glossary/term/block_cipher
block cipher,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,block cipher,A parameterized family of permutations on bit strings of a fixed length; the parameter that determines the permutation is a bit string called the key.,https://csrc.nist.gov/glossary/term/block_cipher
block cipher,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,block cipher,"A symmetric-key cryptographic algorithm that transforms one block of information at a time using a cryptographic key. For a block cipher algorithm, the length of the input block is the same as the length of the output block.",https://csrc.nist.gov/glossary/term/block_cipher
blue team,2,secid:reference/cisa.gov/niccs-glossary,NICCS Cybersecurity Glossary (CISA),Blue Team,"A group that defends an enterprise's information systems when mock attackers (i.e., the Red Team) attack, typically as part of an operational exercise conducted according to rules established and monitored by a neutral group (i.e., the White Team). Also, a group that conducts operational vulnerability evaluations and recommends mitigation techniques to customers who need an independent technical review of their cybersecurity posture.",https://niccs.cisa.gov/resources/glossary#letter-b
blue team,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,blue team,"The group responsible for defending an enterprise's use of information systems by maintaining its security posture against a group of mock attackers (i.e., the Red Team). Typically the Blue Team and its supporters must defend against real or simulated attacks 1) over a significant period of time, 2) in a representative operational context (e.g., as part of an operational exercise), and 3) according to rules established and monitored with the help of a neutral group refereeing the simulation or exercise (i.e., the White Team).",https://csrc.nist.gov/glossary/term/blue_team
blue team,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,blue team,"A group of individuals that conduct operational network vulnerability evaluations and provide mitigation techniques to customers who have a need for an independent technical review of their network security posture. The Blue Team identifies security threats and risks in the operating environment, and in cooperation with the customer, analyzes the network environment and its current state of security readiness. Based on the Blue Team findings and expertise, they provide recommendations that integrate into an overall community security solution to increase the customer's CS readiness posture. Often times a Blue Team is employed by itself or prior to a Red Team employment to ensure that the customer's networks are as secure as possible before having the Red Team test the systems.",https://csrc.nist.gov/glossary/term/blue_team
boundary protection,2,secid:reference/ca.gov/sam-5300-definitions,California SAM 5300 Technical Definitions (CDT),Boundary Protection,"Monitoring and control of communications at the external boundary of an information system to prevent and detect malicious and other unauthorized communication, through the use of boundary protection devices (e.g., proxies, gateways, routers, firewalls, guards, encrypted tunnels).",https://www.cdt.ca.gov/security/technical-definitions/#B
boundary protection,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,boundary protection,"Monitoring and control of communications at the external boundary of an information system to prevent and detect malicious and other unauthorized communications, through the use of boundary protection devices (e.g. gateways, routers, firewalls, guards, encrypted tunnels).",https://csrc.nist.gov/glossary/term/boundary_protection
boundary protection,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,boundary protection,"Monitoring and control of communications at the external boundary of an information system to prevent and detect malicious and other unauthorized communications, through the use of boundary protection devices (e.g., gateways, routers, firewalls, guards, encrypted tunnels).",https://csrc.nist.gov/glossary/term/boundary_protection
boundary protection,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,boundary protection,Monitoring and control of communications at the external interface to a system to prevent and detect malicious and other unauthorized communications using boundary protection devices.,https://csrc.nist.gov/glossary/term/boundary_protection
broad network access,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Broad network access,"Capabilities are available over the network and accessed through standard mechanisms that promote use by heterogeneous thin or thick client platforms (e.g., mobile phones, tablets, laptops, and workstations).",https://csrc.nist.gov/glossary/term/broad_network_access
broad network access,2,secid:reference/virginia.gov/cov-it-glossary,COV IT Glossary (Virginia),Broad Network Access,"Capabilities are available over the network and accessed through standard mechanisms that promote use by heterogeneous thin or thick client platforms (e.g., mobile phones, tablets, laptops, and workstations). p31 of 35 - Cloud_Based_Hosting_Topic_Report_FINAL.pdf (virginia.gov)",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/b/#1049694
browser,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,browser,"(I) A client computer program that can retrieve and display
information from servers on the World Wide Web. Examples: Netscape
Navigator and Microsoft Internet Explorer.",rfc4949-section-4-browser
browser,2,secid:reference/gov.uk/ncsc-glossary,NCSC UK Glossary,browser,"An application that displays information and accesses services from the web. Edge, Safari, Firefox and Chrome are all browsers.",https://www.ncsc.gov.uk/section/advice-guidance/glossary
brute force,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,brute force,"(I) A cryptanalysis technique or other kind of attack method
involving an exhaustive procedure that tries a large number of
possible solutions to the problem. (See: impossible, strength,
work factor.)

Tutorial: In some cases, brute force involves trying all of the
possibilities. For example, for cipher text where the analyst
already knows the decryption algorithm, a brute-force technique
for finding matching plain text is to decrypt the message with
every possible key. In other cases, brute force involves trying a
large number of possibilities but substantially fewer than all of
them. For example, given a hash function that produces an N-bit
hash result, the probability is greater than 1/2 that the analyst
will find two inputs that have the same hash result after trying
only 2**(N/2) randomly chosen inputs. (See: birthday attack.)",rfc4949-section-4-brute-force
brute force,2,secid:reference/cisa.gov/niccs-glossary,NICCS Cybersecurity Glossary (CISA),Brute Force,"A brute force attack is a cryptographic hacking method where attackers use automated software to systematically guess all possible combinations of passwords, PINs, or encryption keys until the correct one is found. It relies on trial-and-error to gain unauthorized access to systems or data. While simple, these attacks are highly effective against weak or reused passwords.",https://niccs.cisa.gov/resources/glossary#letter-b
buffer overflow,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,buffer overflow,"(I) Any attack technique that exploits a vulnerability resulting
from computer software or hardware that does not check for
exceeding the bounds of a storage area when data is written into a
sequence of storage locations beginning in that area.

Tutorial: By causing a normal system operation to write data
beyond the bounds of a storage area, the attacker seeks to either
disrupt system operation or cause the system to execute malicious
software inserted by the attacker.",rfc4949-section-4-buffer-overflow
buffer overflow,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,buffer overflow,"A condition at an interface under which more input can be placed into a buffer or data holding area than the capacity allocated, overwriting other information. Adversaries exploit such a condition to crash a system or to insert specially crafted code that allows them to gain control of the system.",https://csrc.nist.gov/glossary/term/buffer_overflow
buffer overflow,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,buffer overflow,"A condition at an interface under which more input can be placed into a buffer or data holding area than the intended capacity allocated (due to insecure or unbound allocation parameters), which overwrites other information. Attackers exploit such a condition to crash a system or to insert specially crafted code that allows them to gain control of the system.",https://csrc.nist.gov/glossary/term/buffer_overflow
bug,2,secid:reference/incibe.es/glosario-terminos-ciberseguridad,INCIBE Glosario de terminos de ciberseguridad,Bug,"Es un error o fallo en un programa de dispositivo o sistema de software que desencadena un resultado indeseado.

Sinónimo: Error de software",https://www.incibe.es/sites/default/files/contenidos/guias/doc/guia_glosario_ciberseguridad_2021.pdf#section-2.2.14
bug,2,secid:reference/cyber.gouv.fr/cyberdico,ANSSI CyberDico,Bug,Défaut de conception ou de réalisation se manifestant par des anomalies de fonctionnement.,https://cyber.gouv.fr/glossaire#bug
bulk encryption,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,bulk encryption,"1. (I) Encryption of multiple channels by aggregating them into a
single transfer path and then encrypting that path. (See:
channel.)

2. (O) ""Simultaneous encryption of all channels of a multichannel
telecommunications link."" [C4009] (Compare: bulk keying material.)

Usage: The use of ""simultaneous"" in definition 2 could be
interpreted to mean that multiple channels are encrypted
separately but at the same time. However, the common meaning of
the term is that multiple data flows are combined into a single
stream and then that stream is encrypted as a whole.",rfc4949-section-4-bulk-encryption
bulk encryption,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,bulk encryption,Simultaneous encryption of all channels of a multi-channel telecommunications link.,https://csrc.nist.gov/glossary/term/bulk_encryption
byte,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,byte,"(I) A fundamental unit of computer storage; the smallest
addressable unit in a computer's architecture. Usually holds one
character of information and, today, usually means eight bits.
(Compare: octet.)

Usage: Understood to be larger than a ""bit"", but smaller than a
""word"". Although ""byte"" almost always means ""octet"" today, some
computer architectures have had bytes in other sizes (e.g., six
bits, nine bits). Therefore, an STD SHOULD state the number of
bits in a byte where the term is first used in the STD.",rfc4949-section-4-byte
byte,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Byte,A sequence of eight bits.,https://csrc.nist.gov/glossary/term/byte
byte,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Byte,"An integer from the set {0, 1, 2, …, 255}.",https://csrc.nist.gov/glossary/term/byte
byte,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Byte,A sequence of 8 bits.,https://csrc.nist.gov/glossary/term/byte
byte,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Byte,A string of eight bits.,https://csrc.nist.gov/glossary/term/byte
byte,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Byte,A sequence of 8 bits.,https://csrc.nist.gov/glossary/term/byte
byte,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Byte,A group of eight bits that is treated either as a single entity or as an array of eight individual bits.,https://csrc.nist.gov/glossary/term/byte
byte,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Byte,A bit string consisting of eight bits.,https://csrc.nist.gov/glossary/term/byte
byte,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Byte,"A bit string consisting of eight bits. A byte is represented by a hexadecimal string of length two. The right-most hexadecimal character represents the rightmost four bits of the byte, and the left-most hexadecimal character of the byte represents the left-most four bits of the byte. For example, 9d represents the bit string 10011101.",https://csrc.nist.gov/glossary/term/byte
byte,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Byte,"A bit string of length eight. A byte is represented by a hexadecimal string of length two. The rightmost hexadecimal character represents the rightmost four bits of the byte, and the leftmost hexadecimal character of the byte represents the leftmost four bits of the byte. For example, 9d represents the bit string 10011101.",https://csrc.nist.gov/glossary/term/byte
capability,2,secid:reference/cisa.gov/niccs-glossary,NICCS Cybersecurity Glossary (CISA),Capability,"The means to accomplish a mission, function, or objective.",https://niccs.cisa.gov/resources/glossary#letter-c
capability,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,capability,A person’s potential to accomplish something.,https://csrc.nist.gov/glossary/term/capability
capability,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,capability,"A combination of mutually reinforcing controls implemented by technical means, physical means, and procedural means. Such controls are typically selected to achieve a common information security or privacy purpose.",https://csrc.nist.gov/glossary/term/capability
capability,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,capability,"A combination of mutually reinforcing security and/or privacy controls implemented by technical, physical, and procedural means. Such controls are typically selected to achieve a common information security- or privacy-related purpose.",https://csrc.nist.gov/glossary/term/capability
capability,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,capability,"A combination of mutually reinforcing security and/or privacy controls implemented by technical means, physical means, and procedural means. Such controls are typically selected to achieve a common information security- or privacy-related purpose.",https://csrc.nist.gov/glossary/term/capability
capability,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,capability,"See Capability, Security.",https://csrc.nist.gov/glossary/term/capability
capability,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,capability,"A set of mutually reinforcing security controls implemented by technical, physical, and procedural means. Such controls are typically selected to achieve a common information security-related purpose.",https://csrc.nist.gov/glossary/term/capability
capability,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,capability,A feature or function.,https://csrc.nist.gov/glossary/term/capability
capability list,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,capability list,"(I) /information system/ A mechanism that implements access
control for a system entity by enumerating the system resources
that the entity is permitted to access and, either implicitly or
explicitly, the access modes granted for each resource. (Compare:

access control list, access control matrix, access profile,
capability token.)",rfc4949-section-4-capability-list
capability list,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Capability List,A list attached to a subject ID specifying what accesses are allowed to the subject.,https://csrc.nist.gov/glossary/term/capability_list
capability maturity model (cmm,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,Capability Maturity Model (CMM),"(N) Method for judging the maturity of software processes in an
organization and for identifying crucial practices needed to
increase process maturity. [Chris] (Compare: Common Criteria.)

Tutorial: The CMM does not specify security evaluation criteria
(see: assurance level), but its use may improve security
assurance. The CMM describes principles and practices that can
improve software processes in terms of evolving from ad hoc
processes to disciplined processes. The CMM has five levels:
-  Initial: Software processes are ad hoc or chaotic, and few are
   well-defined. Success depends on individual effort and heroics.
-  Repeatable: Basic project management processes are established
   to track cost, schedule, and functionality. Necessary process
   discipline is in place to repeat earlier successes on projects
   with similar applications.
-  Defined: Software process for both management and engineering
   activities is documented, standardized, and integrated into a
   standard software process for the organization. Each project
   uses an approved, tailored version of the organization's
   standard process for developing and maintaining software.
-  Managed: Detailed measures of software process and product
   quality are collected. Both software process and products are
   quantitatively understood and controlled.
-  Optimizing: Continuous process improvement is enabled by
   quantitative feedback from the process and from piloting
   innovative ideas and technologies.",rfc4949-section-4-capability-maturity-model-cmm
capability maturity model (cmm,2,secid:reference/cisa.gov/niccs-glossary,NICCS Cybersecurity Glossary (CISA),Capability Maturity Model (CMM),"Capability Maturity Models (CMM) are frameworks used to evaluate and improve organizational processes, moving them from chaotic, ad-hoc practices to disciplined, optimized, and continuously improved procedures.",https://niccs.cisa.gov/resources/glossary#letter-c
capi,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,CAPI,(I) See: cryptographic application programming interface.,rfc4949-section-4-capi
capi,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,CAPI,"An application programming interface included with Microsoft Windows operating systems that provides services to enable developers to secure Windows-based applications using cryptography. While providing a consistent API for applications, API allows for specialized cryptographic modules (cryptographic service providers) to be provided by third parties, such as hardware security module (HSM) manufacturers. This enables applications to leverage the additional security of HSMs while using the same APIs they use to access built-in Windows cryptographic service providers. (Also known variously as CryptoAPI, Microsoft Cryptography API, MS-CAPI or simply CAPI)",https://csrc.nist.gov/glossary/term/capi
card,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,card,"See: cryptographic card, FORTEZZA, payment card, PC card, smart
card, token.",rfc4949-section-4-card
card,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,card,An integrated circuit card.,https://csrc.nist.gov/glossary/term/card
cardholder,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,cardholder,"1. (I) An entity to whom or to which a card has been issued.

Usage: Usually refers to a living human being, but might refer (a)
to a position (see: billet, role) in an organization or (b) to an
automated process. (Compare: user.)

2. (O) /SET/ ""The holder of a valid payment card account and user
of software supporting electronic commerce."" [SET2] A cardholder
is issued a payment card by an issuer. SET ensures that in the
cardholder's interactions with merchants, the payment card account
information remains confidential. [SET1]",rfc4949-section-4-cardholder
cardholder,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,cardholder,An individual who possesses an issued PIV Card.,https://csrc.nist.gov/glossary/term/cardholder
cardholder,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,cardholder,An individual possessing an issued PIV Card.,https://csrc.nist.gov/glossary/term/cardholder
categorization,2,secid:reference/ca.gov/sam-5300-definitions,California SAM 5300 Technical Definitions (CDT),Categorization,"The characterization of an information system based on an assessment of the potential impact that a loss of confidentiality, integrity, or availability of such information system would have on organizational operations, organizational assets, individuals, other organizations, and the Nation.",https://www.cdt.ca.gov/security/technical-definitions/#C
categorization,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,categorization,The process of determining the security category for information or an information system. Security categorization methodologies are described in CNSS Instruction 1253 for national security systems and in FIPS Publication 199 for other than national security systems.,https://csrc.nist.gov/glossary/term/categorization
categorization,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,categorization,The process of determining the security category for information or an information system. Security categorization methodologies are described in CNSS Instruction 1253 for national security systems and in FIPS 199 for other than national security systems.,https://csrc.nist.gov/glossary/term/categorization
categorization,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,categorization,The process of determining the security category for information or an information system. Security categorization methodologies are described in CNSS Instruction 1253 for national security systems and in FIPS PUB 199 for other than national security systems. See security category.,https://csrc.nist.gov/glossary/term/categorization
categorization,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,categorization,The process of determining the security category for information or an information system. Security categorization methodologies are described in CNSSI No.1253 for national security systems and in FIPS 199 for other than national security systems.,https://csrc.nist.gov/glossary/term/categorization
categorization,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,categorization,See security categorization.,https://csrc.nist.gov/glossary/term/categorization
categorization,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,categorization,The process of determining the security category for information or a system. Security categorization methodologies are described in CNSS Instruction 1253 for national security systems and in FIPS Publication 199 for other than national security systems. See security category.,https://csrc.nist.gov/glossary/term/categorization
categorization,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,categorization,The process of determining the security category for information or an information system. Security categorization methodologies are described in CNSS Instruction 1253 for national security systems and in FIPS Publication 199 for other than national security systems. See Security Category.,https://csrc.nist.gov/glossary/term/categorization
categorization,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,categorization,The process of determining the security category for information or an information system. Security categorization methodologies are described in Committee on National Security Systems (CNSS) Instruction 1253 for national security systems and in FIPS 199 for other than national security systems.,https://csrc.nist.gov/glossary/term/categorization
category,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,category,"(I) A grouping of sensitive information items to which a non-
hierarchical restrictive security label is applied to increase
protection of the data. (See: formal access approval. Compare:
compartment, classification.)",rfc4949-section-4-category
category,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Category,Restrictive label applied to classified or unclassified information to limit access.,https://csrc.nist.gov/glossary/term/category
category,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Category,The subdivision of a Function into groups of cybersecurity outcomes closely tied to programmatic needs and particular activities.,https://csrc.nist.gov/glossary/term/category
category,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Category,"The subdivision of a Function into groups of cybersecurity outcomes, closely tied to programmatic needs and particular activities. Examples of Categories include “Asset Management,” “Identity Management and Access Control,” and “Detection Processes.”",https://csrc.nist.gov/glossary/term/category
category,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Category,The subdivision of a Function into groups of privacy outcomes closely tied to programmatic needs and particular activities.,https://csrc.nist.gov/glossary/term/category
cca,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,CCA,(O) See: cardholder certification authority.,rfc4949-section-4-cca
cca,2,secid:reference/ny.gov/its-glossary,NY State ITS Glossary,CCA,Credit Card Administrator,https://its.ny.gov/glossary#cca
ce,2,secid:reference/enisa.europa.eu/enisa-glossary,ENISA Glossary of Terms,CE,Cyber Europe exercises. The Cyber Europe exercises are simulations of large-scale cybersecurity incidents that escalate to become cyber crises.,C
ce,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,CE,See Cryptographic Erase.,https://csrc.nist.gov/glossary/term/ce
ce,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,CE,"A method of Sanitization in which the Media Encryption Key(MEK) for the encryptedTarget Data (or the KeyEncryption Key–KEK) is sanitized, making recovery of the decrypted Target Data infeasible.",https://csrc.nist.gov/glossary/term/ce
certificate authority (ca,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Certificate Authority (CA),A trusted entity that issues and revokes public key certificates.,https://csrc.nist.gov/glossary/term/certificate_authority
certificate authority (ca,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Certificate Authority (CA),The entity in a Public Key Infrastructure (PKI) that is responsible for issuing public-key certificates and exacting compliance to a PKI policy. Also known as a Certification Authority.,https://csrc.nist.gov/glossary/term/certificate_authority
certificate authority (ca,2,secid:reference/virginia.gov/cov-it-glossary,COV IT Glossary (Virginia),Certificate authority (CA),"1. A system for managing certified digital signatures. Manages the implementation of policies to authenticate, authorize and revoke the assignment of keys to users. 2. A trusted entity that issues and revokes public key certificates. Sources: NIST SP 1800-16B under Certificate Authority from NISTIR 8149 NIST SP 1800-16C from NISTIR 8149 NIST SP 1800-16D under Certificate Authority from NISTIR 8149 NIST SP 1800-21C NISTIR 8149 2. Certificate Authority (CA) - Glossary | CSRC (nist.gov)",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/c/#1049354
certificate chain,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,certificate chain,"(D) Synonym for ""certification path"". (See: trust chain.)

Deprecated Term: IDOCs SHOULD NOT use this term; it duplicates the
meaning of a standardized term. Instead, use ""certification path"".",rfc4949-section-4-certificate-chain
certificate chain,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Certificate Chain,"An ordered list of certificates that starts with an end-entity certificate, includes one or more certificate authority (CA) certificates, and ends with the end-entity certificate’s root CA certificate, where each certificate in the chain is the certificate of the CA that issued the previous certificate. By checking to see if each certificate in the chain was issued by a trusted CA, the receiver of an end-user certificate can determine whether or not it should trust the end-entity certificate by verifying the signatures in the chain of certificates.",https://csrc.nist.gov/glossary/term/certificate_chain
