"requirement_id","top_level_requirement","section_id","requirement_text","testing_procedures","guidance"
"9.6.2","9","9.6","Send the media by secured

courier or other delivery method that can be accurately tracked.","Interview personnel and examine records to verify that
9.6.2.a all media sent outside the facility is logged and sent via secured courier or other delivery method that can be tracked.
Select a recent sample of several days of offsite tracking
9.6.2.b logs for all media, and verify tracking details are documented.","Media may be lost or stolen if sent via a non trackable method such as regular postal mail. Use of secure couriers to deliver any media that contains cardholder data allows organizations to use their tracking systems to maintain inventory"
"9.6.3","9","9.6","Ensure management approves

any and all media that is moved from a secured area (including when media is distributed to individuals).","Select a recent sample of several days of offsite tracking
9.6.3 logs for all media.
From examination of the logs and interviews with responsible personnel, verify proper management authorization is obtained whenever media is moved from a secured area (including when media is distributed to individuals).","Without a firm process for ensuring that all media movements are approved before the media is removed from secure areas, the media would not be tracked or appropriately protected, and its location would be unknown, leading to lost or stolen media."
"9.7","9","9.7","Maintain strict control over the

storage and accessibility of media.","Obtain and examine the policy for controlling storage and
9.7 maintenance of all media and verify that the policy requires periodic media inventories.","Without careful inventory methods and storage controls, stolen or missing media could go unnoticed for an indefinite amount of time."
"9.7.1","9","9.7","Properly maintain inventory logs of all media and conduct media inventories at least annually.","Review media inventory logs to verify that logs are
9.7.1 maintained and media inventories are performed at least annually.","If media is not inventoried, stolen or lost media may not be noticed for a long time or at all."
"9.8","9","9.8","Destroy media when it is no longer

needed for business or legal reasons as follows:","9.8 Examine the periodic media destruction policy and verify that it covers all media and defines requirements for the following: • Hard-copy materials must be crosscut shredded, incinerated, or pulped such that there is reasonable assurance the hard copy materials cannot be reconstructed. • Storage containers used for materials that are to be destroyed must be secured. • Cardholder data on electronic media must be rendered unrecoverable (e.g., via a secure wipe program in accordance with industry-accepted standards for secure deletion, or by physically destroying the media).","If steps are not taken to destroy information contained on hard disks, portable drives,
CD/DVDs, or paper prior to disposal, malicious individuals may be able to retrieve information from the disposed media, leading to a data compromise.
For example, malicious individuals may use a technique known as ""dumpster diving,"" where they search through trashcans and recycle bins looking for information they can use to launch an attack.
Securing storage containers used for materials that are going to be destroyed prevents sensitive information from being captured while the materials are being collected.
For example, ""to-be-shredded"" containers could have a lock preventing access to its contents or physic ally prevent access to the inside of the container.
Examples of methods for securely destroying electronic media include secure wiping, degaussing, or physical destruction (such as grinding or shredding hard disks)."
"9.8.1","9","9.8","Shred, incinerate, or pulp hard

copy materials so that cardholder data cannot be reconstructed. Secure storage containers used for materials","Interview personnel and examine procedures to verify
9.8.1.a that hard-copy materials are crosscut shredded, incinerated, or pulped such that there is reasonable assurance the hard-copy materials cannot be reconstructed.",""
"9.8.2","9","9.8","Render cardholder data on

electronic media unrecoverable so that cardholder data cannot be reconstructed.","Verify that cardholder data on electronic media is rendered
9.8.2 unrecoverable (e.g., via a secure wipe program in accordance with industry-accepted standards for secure deletion, or by physically destroying the media).",""
"9.9","9","9.9","Protect devices that capture payment card data via direct physical interaction with the card from tampering and substitution.
Note:
These requirements apply to card reading devices used in card-present transactions (that is, card swipe or dip) at the point of sale. This requirement is not intended to apply to manual key-entry components such as computer keyboards and POS keypads.","9.9 Examine documented policies and procedures to verify they include: • Maintaining a list of devices • Periodically inspecting devices to look for tampering or substitution • Training personnel to be aware of suspicious behavior and to report tampering or substitution of devices.","Criminals attempt to steal cardholder data by stealing and/or manipulating card-reading devices and terminals. For example, they will try to steal devices so they can learn how to break into them, and they often try to replace legitimate devices with fraudulent devices that send them payment card information every time a card is entered. Criminals will also try to add ""skimming"" components to the outside of devices, which are designed to capture payment card details before they even enter the device—for example, by attaching an additional card reader on top of the legitimate card reader so that the payment card details are captured twice:
once by the criminal's component and then by the device's legitimate component. In this way, transactions may still be completed without interruption while the criminal is ""skimming"" the payment card information during the process.
This requirement is recommended, but not required, for manual key-entry components such as computer keyboards and POS keypads.
Additional best practices on skimming prevention"
"9.9.1","9","9.9","Maintain an up-to-date list of

devices. The list should include the following: • Make, model of device • Location of device (for example, the address of the site or facility where the device is located) • Device serial number or other method of unique identification.","Examine the list of devices to verify it includes:
9.9.1.a • Make, model of device • Location of device (for example, the address of the site or facility where the device is located) • Device serial number or other method of unique identification.
Select a sample of devices from the list and observe
9.9.1.b devices and device locations to verify that the list is accurate and up to date.
Interview personnel to verify the list of devices is
9.9.1.c updated when devices are added, relocated, decommissioned, etc.","are available on the PCI SSC website.
Keeping an up-to-date list of devices helps an organization keep track of where devices are supposed to be, and quickly identify if a device is missing or lost.
The method for maintaining a list of devices may be automated (for example, a device-management system) or manual (for example, documented in electronic or paper records). For on-the-road devices, the location may include the name of the personnel to whom the device is assigned."
"9.9.2","9","9.9","Periodically inspect device surfaces to detect tampering (for example, addition of card skimmers to devices), or substitution (for example,","Examine documented procedures to verify processes
9.9.2.a are defined to include the following: • Procedures for inspecting devices • Frequency of inspections.","Regular inspections of devices will help organizations to more quickly detect tampering or replacement of a device, and thereby minimize the potential impact of using fraudulent devices."
"9.9.3","9","9.9","Provide training for personnel to

be aware of attempted tampering or replacement of devices. Training should include the following: • Verify the identity of any third-party persons claiming to be repair or maintenance personnel, prior to granting them access to modify or troubleshoot devices. • Do not install, replace, or return devices without verification. • Be aware of suspicious behavior around devices (for example, attempts by unknown persons to unplug or open devices). • Report suspicious behavior and indications of device tampering or substitution to appropriate personnel (for example, to a manager or security officer).","Review training materials for personnel at point-of-sale
9.9.3.a locations to verify they include training in the following: • Verifying the identity of any third-party persons claiming to be repair or maintenance personnel, prior to granting them access to modify or troubleshoot devices • Not to install, replace, or return devices without verification • Being aware of suspicious behavior around devices (for example, attempts by unknown persons to unplug or open devices) • Reporting suspicious behavior and indications of device tampering or substitution to appropriate personnel (for example, to a manager or security officer).
9.9.3.b
Interview a sample of personnel at point-of-sale locations to verify they have received training and are aware of the procedures for the following: • Verifying the identity of any third-party persons claiming to be repair or maintenance personnel, prior to granting them access to modify or troubleshoot devices • Not to install, replace, or return devices without verification • Being aware of suspicious behavior around devices (for example, attempts by unknown persons to unplug or open devices) • Reporting suspicious behavior and indications of device tampering or substitution to appropriate personnel (for example, to a manager or security officer).","Criminals will often pose as authorized maintenance personnel in order to gain access to
POS devices. All third parties requesting access to devices should always be verified before being provided access—for example, by checking with management or phoning the POS maintenance company (such as the vendor or acquirer) for verification. Many criminals will try to fool personnel by dressing for the part (for example, carrying toolboxes and dressed in work wear), and could also be knowledgeable about locations of devices, so it's important personnel are trained to follow procedures at all times.
Another trick criminals like to use is to send a
""new"" POS system with instructions for swapping it with a legitimate system and ""returning"" the legitimate system to a specified address. The criminals may even provide return postage as they are very keen to get their hands on these devices.
Personnel always verify with their manager or supplier that the device is legitimate and came from a trusted source before installing it or using it for business."
"9.10","9","9.10","Ensure that security policies and operational procedures for restricting physical access to cardholder data are documented, in use, and known to all affected parties.","9.10
Examine documentation and interview personnel to verify that security policies and operational procedures for restricting physical access to cardholder data are: • Documented, • In use, and • Known to all affected parties.","Personnel need to be aware of and following security policies and operational procedures for restricting physical access to cardholder data and
CDE systems on a continuous basis."
"10.1","10","10.1","Implement audit trails to link all

access to system components to each individual user.","Verify, through observation and interviewing the system
10.1 administrator, that: • Audit trails are enabled and active for system components. • Access to system components is linked to individual users.","It is critical to have a process or system that links user access to system components accessed.
This system generates audit logs and provides the ability to trace back suspicious activity to a specific user."
"10.2","10","10.2","Implement automated audit trails for all system components to reconstruct the following events:","Through interviews of responsible personnel, observation of
10.2 audit logs, and examination of audit log settings, perform the following:","Generating audit trails of suspect activities alerts the system administrator, sends data to other monitoring mechanisms (like intrusion detection systems), and provides a history trail for post incident follow-up. Logging of the following events enables an organization to identify and trace potentially malicious activities"
"10.2.1","10","10.2","All individual user accesses to

cardholder data","Verify all individual access to cardholder data is logged.
10.2.1","Malicious individuals could obtain knowledge of a user account with access to systems in the CDE, or they could create a new, unauthorized account in order to access cardholder data. A record of all individual accesses to cardholder data can identify which accounts may have been compromised or misused."
"10.2.2","10","10.2","All actions taken by any

individual with root or administrative privileges","Verify all actions taken by any individual with root or
10.2.2 administrative privileges are logged.","Accounts with increased privileges, such as the
""administrator"" or ""root"" account, have the potential to greatly impact the security or operational functionality of a system. Without a log of the activities performed, an organization is unable to trace any issues resulting from an administrative mistake or misuse of privilege back to the specific action and individual."
"10.2.3","10","10.2","Access to all audit trails","10.2.3
Verify access to all audit trails is logged.","Malicious users often attempt to alter audit logs to hide their actions, and a record of access allows an organization to trace any inconsistencies or potential tampering of the logs to an individual account. Having access to logs identifying changes, additions, and deletions can help retrace steps made by unauthorized personnel."
"10.2.4","10","10.2","Invalid logical access attempts","Verify invalid logical access attempts are logged.
10.2.4","Malicious individuals will often perform multiple access attempts on targeted systems. Multiple invalid login attempts may be an indication of an unauthorized user's attempts to ""brute force"" or guess a password."
"10.2.5","10","10.2","Use of and changes to

identification and authentication mechanisms—including but not limited","Verify use of identification and authentication
10.2.5.a mechanisms is logged.","Without knowing who was logged on at the time of an incident, it is impossible to identify the accounts that may have been used. Additionally, malicious users may attempt to manipulate the authentication controls with the intent of"
"10.2.6","10","10.2","Initialization, stopping, or

pausing of the audit logs","Verify the following are logged:
10.2.6 • Initialization of audit logs • Stopping or pausing of audit logs.","Turning the audit logs off (or pausing them) prior to performing illicit activities is a common practice for malicious users wishing to avoid detection.
Initialization of audit logs could indicate that the log function was disabled by a user to hide their actions."
"10.2.7","10","10.2","Creation and deletion of system

level objects","Verify creation and deletion of system level objects are
10.2.7 logged.","Malicious software, such as malware, often creates or replaces system level objects on the target system in order to control a particular function or operation on that system. By logging when system-level objects, such as database tables or stored procedures, are created or deleted, it will be easier to determine whether such modifications were authorized."
"10.3","10","10.3","Record at least the following audit

trail entries for all system components for each event:","Through interviews and observation of audit logs, for each
10.3 auditable event (from 10.2), perform the following:","By recording these details for the auditable events at 10.2, a potential compromise can be quickly identified, and with sufficient detail to know who,"
"10.3.1","10","10.3","User identification","Verify user identification is included in log entries.
10.3.1","what, where, when, and how."
"10.3.2","10","10.3","Type of event","10.3.2 Verify type of event is included in log entries.",""
"10.3.3","10","10.3","Date and time","10.3.3 Verify date and time stamp is included in log entries.",""
"10.3.4","10","10.3","Success or failure indication","10.3.4 Verify success or failure indication is included in log entries.",""
"10.3.5","10","10.3","Origination of event","10.3.5 Verify origination of event is included in log entries.",""
"10.3.6","10","10.3","Identity or name of affected

data, system component, or resource.","10.3.6 Verify identity or name of affected data, system component, or resources is included in log entries.",""
"10.4","10","10.4","Using time-synchronization technology, synchronize all critical system clocks and times and ensure that the following is implemented for acquiring, distributing, and storing time.","10.4 Examine configuration standards and processes to verify that time-synchronization technology is implemented and kept current per PCI DSS Requirements 6.1 and 6.2.","Time synchronization technology is used to synchronize clocks on multiple systems. When clocks are not properly synchronized, it can be difficult, if not impossible, to compare log files from different systems and establish an exact sequence of event (crucial for forensic analysis in the event of a breach). For post-incident forensics teams, the accuracy and consistency of time across all systems and the time of each activity is critical in determining how the systems were compromised."
"10.4.1","10","10.4","Critical systems have the

correct and consistent time.","Examine the process for acquiring, distributing and
10.4.1.a storing the correct time within the organization to verify that:",""
"10.4.2","10","10.4","Time data is protected.","Examine system configurations and time
10.4.2.a synchronization settings to verify that access to time data is restricted to only personnel with a business need to access time data.",""
"10.4.3","10","10.4","Time settings are received from industry-accepted time sources.","10.4.3 Examine systems configurations to verify that the time server(s) accept time updates from specific, industry-accepted external sources (to prevent a malicious individual from changing the clock). Optionally, those updates can be encrypted with a symmetric key, and access control lists can be created that specify the IP addresses of client machines that will be provided with the time updates (to prevent unauthorized use of internal time servers).",""
"10.5","10","10.5","Secure audit trails so they cannot

be altered.","Interview system administrators and examine system
10.5 configurations and permissions to verify that audit trails are secured so that they cannot be altered as follows:","Often a malicious individual who has entered the network will attempt to edit the audit logs in order to hide their activity. Without adequate protection of audit logs, their completeness, accuracy, and integrity cannot be guaranteed, and the audit logs can be rendered useless as an investigation tool after a compromise."
"10.5.1","10","10.5","Limit viewing of audit trails to those with a job-related need.","10.5.1 Only individuals who have a job-related need can view audit trail files.","Adequate protection of the audit logs includes strong access control (limit access to logs based on ""need to know"" only), and use of physical or network segregation to make the logs harder to find and modify."
"10.5.2","10","10.5","Protect audit trail files from unauthorized modifications.","10.5.2 Current audit trail files are protected from unauthorized modifications via access control mechanisms, physical segregation, and/or network segregation.",""
"10.5.3","10","10.5","Promptly back up audit trail files to a centralized log server or media that is difficult to alter.","10.5.3 Current audit trail files are promptly backed up to a centralized log server or media that is difficult to alter.","Promptly backing up the logs to a centralized log server or media that is difficult to alter keeps the logs protected even if the system generating the logs becomes compromised."
"10.5.4","10","10.5","Write logs for external-facing technologies onto a secure, centralized, internal log server or media device.","10.5.4 Logs for external-facing technologies (for example, wireless, firewalls, DNS, mail) are written onto a secure, centralized, internal log server or media.","By writing logs from external-facing technologies such as wireless, firewalls, DNS, and mail servers, the risk of those logs being lost or altered is lowered, as they are more secure within the internal network."
"10.5.5","10","10.5","Use file-integrity monitoring or change-detection software on logs to ensure that existing log data cannot be changed without generating alerts
(although new data being added should not cause an alert).","10.5.5 Examine system settings, monitored files, and results from monitoring activities to verify the use of file-integrity monitoring or change-detection software on logs.","File-integrity monitoring or change-detection systems check for changes to critical files, and notify when such changes are noted. For file integrity monitoring purposes, an entity usually monitors files that don't regularly change, but when changed indicate a possible compromise."
"10.6","10","10.6","Review logs and security events for

all system components to identify anomalies or suspicious activity.","Perform the following:
10.6","Many breaches occur over days or months before being detected. Regular log reviews by personnel or automated means can identify and proactively"
"10.6.1","10","10.6","Review the following at least daily:
All security events
Logs of all system components that store, process, or transmit CHD and/or SAD
Logs of all critical system components
Logs of all servers and system components that perform security functions (for example, firewalls, intrusion-detection systems/intrusion-prevention systems (IDS/IPS), authentication servers, e-commerce redirection servers, etc.).","10.6.1.a Examine security policies and procedures to verify that procedures are defined for reviewing the following at least daily, either manually or via log tools:
All security events
Logs of all system components that store, process, or transmit CHD and/or SAD
Logs of all critical system components
Logs of all servers and system components that perform security functions (for example, firewalls, intrusion-detection systems/intrusion-prevention systems (IDS/IPS), authentication servers, e-commerce redirection servers, etc.)
10.6.1.b Observe processes and interview personnel to verify that the following are reviewed at least daily:
All security events
Logs of all system components that store, process, or transmit CHD and/or SAD
Logs of all critical system components
Logs of all servers and system components that perform security functions (for example, firewalls, intrusion-detection systems/intrusion-prevention systems (IDS/IPS), authentication servers, e-commerce redirection servers, etc.).","Checking logs daily minimizes the amount of time and exposure of a potential breach.

Daily review of security events—for example, notifications or alerts that identify suspicious or anomalous activities—as well as logs from critical system components, and logs from systems that perform security functions, such as firewalls, IDS/IPS, file-integrity monitoring (FIM) systems, etc. is necessary to identify potential issues. Note that the determination of ""security event"" will vary for each organization and may include consideration for the type of technology, location, and function of the device. Organizations may also wish to maintain a baseline of ""normal"" traffic to help identify anomalous behavior."
"10.6.2","10","10.6","Review logs of all other system components periodically based on the organization's policies and risk management strategy, as determined by the organization's annual risk","10.6.2.a Examine security policies and procedures to verify that procedures are defined for reviewing logs of all other system components periodically—either manually or via log tools—based on the organization's policies and risk management strategy.","Logs for all other system components should also be periodically reviewed to identify indications of potential issues or attempts to gain access to sensitive systems via less-sensitive systems. The frequency of the reviews should be determined by an entity's annual risk assessment."
"10.6.3","10","10.6","Follow up exceptions and anomalies identified during the review process.","10.6.3.a
Examine security policies and procedures to verify that procedures are defined for following up on exceptions and anomalies identified during the review process.","If exceptions and anomalies identified during the log-review process are not investigated, the entity may be unaware of unauthorized and potentially"
"10.7","10","10.7","• Generate audit logs which are retained per PCI DSS Requirement
10.7.
Retain audit trail history for at least

one year, with a minimum of three months immediately available for analysis (for example, online, archived, or restorable from backup).","• Configured to perform automatic updates, and • Configured to perform periodic scans.
Examine security policies and procedures to verify that they
10.7.a define the following: • Audit log retention policies • Procedures for retaining audit logs for at least one year, with a minimum of three months immediately available online.
Interview personnel and examine audit logs to verify that
10.7.b audit logs are retained for at least one year.
Interview personnel and observe processes to verify that at
10.7.c least the last three months' logs are immediately available for analysis.","Audit logs provide the ability to monitor virus and malware activity and anti-malware reactions.
Thus, it is imperative that anti-malware solutions
Retaining logs for at least a year allows for the fact that it often takes a while to notice that a compromise has occurred or is occurring, and allows investigators sufficient log history to better determine the length of time of a potential breach and potential system(s) impacted. By having three months of logs immediately available, an entity can quickly identify and minimize impact of a data breach. Storing logs in off-line locations could prevent them from being readily available, resulting in longer time frames to restore log data, perform analysis, and identify impacted systems or data."
"10.8","10","10.8","Additional requirement for service providers only: Implement a process for the timely detection and reporting of failures of critical security control systems, including but not limited to failure of: • Firewalls • IDS/IPS • FIM • Anti-virus • Physical access controls • Logical access controls • Audit logging mechanisms • Segmentation controls (if used)","Examine documented policies and procedures to verify that
10.8.a processes are defined for the timely detection and reporting of failures of critical security control systems, including but not limited to failure of: • Firewalls • IDS/IPS • FIM • Anti-virus • Physical access controls • Logical access controls • Audit logging mechanisms • Segmentation controls (if used)
Examine detection and alerting processes and interview
10.8.b personnel to verify that processes are implemented for all critical security controls, and that failure of a critical security control results in the generation of an alert.","Note: This requirement applies only when the entity being assessed is a service provider.
Without formal processes to detect and alert when critical security controls fail, failures may go undetected for extended periods and provide attackers ample time to compromise systems and steal sensitive data from the cardholder data environment.
The specific types of failures may vary depending on the function of the device and technology in use. Typical failures include a system ceasing to perform its security function or not functioning in its intended manner; for example, a firewall erasing all its rules or going offline."
"10.8.1","10","10.8","Additional requirement for service providers only: Respond to failures of any critical security controls in a timely manner. Processes for responding to failures in security controls must include: • Restoring security functions • Identifying and documenting the duration (date and time start to end)
of the security failure • Identifying and documenting cause(s) of failure, including root cause, and documenting remediation required to address root cause • Identifying and addressing any security issues that arose during the failure • Performing a risk assessment to determine whether further actions are required as a result of the security failure • Implementing controls to prevent cause of failure from reoccurring • Resuming monitoring of security controls","Examine documented policies and procedures and
10.8.1.a interview personnel to verify processes are defined and implemented to respond to a security control failure, and include: • Restoring security functions • Identifying and documenting the duration (date and time start to end) of the security failure • Identifying and documenting cause(s) of failure, including root cause, and documenting remediation required to address root cause • Identifying and addressing any security issues that arose during the failure • Performing a risk assessment to determine whether further actions are required as a result of the security failure • Implementing controls to prevent cause of failure from reoccurring • Resuming monitoring of security controls
Examine records to verify that security control failures
10.8.1.b are documented to include: • Identification of cause(s) of the failure, including root cause • Duration (date and time start and end) of the security failure • Details of the remediation required to address the root cause","Note: This requirement applies only when the entity being assessed is a service provider.
If critical security control failures alerts are not quickly and effectively responded to, attackers may use this time to insert malicious software, gain control of a system, or steal data from the entity's environment.
Documented evidence (e.g., records within a problem management system) should support that processes and procedures are in place to respond to security failures. In addition, personnel should be aware of their responsibilities in the event of a failure. Actions and responses to the failure should be captured in the documented evidence."
"10.9","10","10.9","Ensure that security policies and

operational procedures for monitoring all access to network resources and cardholder data are documented, in use, and known to all affected parties.","Examine documentation and interview personnel to verify that
10.9 security policies and operational procedures for monitoring all access to network resources and cardholder data are: • Documented, • In use, and • Known to all affected parties.","Personnel need to be aware of and following security policies and daily operational procedures for monitoring all access to network resources and cardholder data on a continuous basis."
"11.1","11","11.1","Implement processes to test for the presence of wireless access points
(802.11), and detect and identify all authorized and unauthorized wireless access points on a quarterly basis.
Methods that may be used in the
Note:
process include but are not limited to wireless network scans, physical/logical inspections of system components and infrastructure, network access control
(NAC), or wireless IDS/IPS.
Whichever methods are used, they must be sufficient to detect and identify both authorized and unauthorized devices.
11.1.b Verify that the methodology is adequate to detect and identify any unauthorized wireless access points, including at least the following: • WLAN cards inserted into system components • Portable or mobile devices attached to system components to create a wireless access point (for example, by USB, etc.) • Wireless devices attached to a network port or network device.
11.1.c If wireless scanning is utilized, examine output from recent wireless scans to verify that: • Authorized and unauthorized wireless access points are","11.1.a Examine policies and procedures to verify processes are defined for detection and identification of both authorized and unauthorized wireless access points on a quarterly basis.
device or network is installed without a company's knowledge, it can allow an attacker to easily and
""invisibly"" enter the network. Unauthorized wireless devices may be hidden within or attached to a computer or other system component, or be attached directly to a network port or network device, such as a switch or router. Any such unauthorized device could result in an unauthorized access point into the environment.
Knowing which wireless devices are authorized can help administrators quickly identify non authorized wireless devices, and responding to the identification of unauthorized wireless access points helps to proactively minimize the exposure","Implementation and/or exploitation of wireless technology within a network are some of the most common paths for malicious users to gain access to the network and cardholder data. If a wireless"
"11.1.1","11","11.1","Maintain an inventory of authorized wireless access points including a documented business justification.","11.1.1 Examine documented records to verify that an inventory of authorized wireless access points is maintained and a business justification is documented for all authorized wireless access points.","In the case of a single standalone
For example:
retail kiosk in a shopping mall, where all communication components are contained within tamper-resistant and tamper-evident casings, performing a detailed physical inspection of the kiosk itself may be sufficient to provide assurance that a rogue wireless access point has not been attached or installed. However, in an environment with multiple nodes (such as in a large retail store, call center, server room or data center), detailed physical inspection is difficult. In this case, multiple methods may be combined to meet the requirement, such as performing physical system inspections in conjunction with the results of a wireless analyzer."
"11.1.2","11","11.1","Implement incident response procedures in the event unauthorized wireless access points are detected.","11.1.2.a
Examine the organization's incident response plan
(Requirement 12.10) to verify it defines and requires a response in the event that an unauthorized wireless access point is detected.",""
"11.2","11","11.2","Run internal and external network vulnerability scans at least quarterly and after any significant change in the network
(such as new system component installations, changes in network topology, firewall rule modifications, product","11.2 Examine scan reports and supporting documentation to verify that internal and external vulnerability scans are performed as follows:","A vulnerability scan is a combination of automated or manual tools, techniques, and/or methods run against external and internal network devices and servers, designed to expose potential vulnerabilities that could be found and exploited by malicious individuals."
"11.2.1","11","11.2","Perform quarterly internal vulnerability scans. Address vulnerabilities and perform rescans to verify all ""high risk"" vulnerabilities are","11.2.1.a Review the scan reports and verify that four quarterly internal scans occurred in the most recent 12- month period.","An established process for identifying vulnerabilities on internal systems requires that vulnerability scans be conducted quarterly.
Vulnerabilities posing the greatest risk to the"
"11.2.2","11","11.2","Perform quarterly external vulnerability scans, via an Approved
Scanning Vendor (ASV)
approved by the
Payment Card Industry Security
Standards Council (PCI SSC). Perform rescans as needed, until passing scans are achieved.
Quarterly external vulnerability scans
Note:
must be performed by an Approved
Scanning Vendor (ASV), approved by the
Review the results of each quarterly scan and
11.2.2.b rescan to verify that the ASV Program Guide requirements for a passing scan have been met (for example, no vulnerabilities rated 4.0 or higher by the CVSS, and no automatic failures).","Review output from the four most recent quarters of
11.2.2.a external vulnerability scans and verify that four quarterly external vulnerability scans occurred in the most recent 12- month period.
A robust scanning program ensures that scans are performed and vulnerabilities addressed in a timely manner.","As external networks are at greater risk of compromise, quarterly external vulnerability scanning must be performed by a PCI SSC
Approved Scanning Vendor (ASV)."
"11.2.3","11","11.2","Perform internal and external

scans, and rescans as needed, after any significant change. Scans must be performed by qualified personnel.","Inspect and correlate change control
11.2.3.a documentation and scan reports to verify that system components subject to any significant change were scanned.","The determination of what constitutes a significant change is highly dependent on the configuration of a given environment. If an upgrade or modification could allow access to cardholder data or affect the"
"11.3","11","11.3","Implement a methodology for penetration testing that includes the following: • Is based on industry-accepted penetration testing approaches (for example,
NIST SP800-115) • Includes coverage for the entire CDE perimeter and critical systems • Includes testing from both inside and outside the network • Includes testing to validate any segmentation and scope-reduction controls • Defines application-layer penetration tests to include, at a minimum, the vulnerabilities listed in Requirement 6.5 • Defines network-layer penetration tests to include components that support network functions as well as operating systems • Includes review and consideration of threats and vulnerabilities experienced in the last 12 months • Specifies retention of penetration testing results and remediation activities results.","Examine penetration-testing methodology and interview
11.3 responsible personnel to verify a methodology is implemented that includes the following: • Is based on industry-accepted penetration testing approaches
(for example,
NIST SP800-115) • Includes coverage for the entire CDE perimeter and critical systems • Testing from both inside and outside the network • Includes testing to validate any segmentation and scope reduction controls • Defines application-layer penetration tests to include, at a minimum, the vulnerabilities listed in Requirement 6.5 • Defines network-layer penetration tests to include components that support network functions as well as operating systems • Includes review and consideration of threats and vulnerabilities experienced in the last 12 months • Specifies retention of penetration testing results and remediation activities results.","The intent of a penetration test is to simulate a real-world attack situation with a goal of identifying how far an attacker would be able to penetrate into an environment. This allows an entity to gain a better understanding of their potential exposure and develop a strategy to defend against attacks.
A penetration test differs from a vulnerability scan, as a penetration test is an active process that may include exploiting identified vulnerabilities.
Conducting a vulnerability scan may be one of the first steps a penetration tester will perform in order to plan the testing strategy, although it is not the only step. Even if a vulnerability scan does not detect known vulnerabilities, the penetration tester will often gain enough knowledge about the system to identify possible security gaps.
Penetration testing is generally a highly manual process. While some automated tools may be used, the tester uses their knowledge of systems to penetrate into an environment. Often the tester will chain several types of exploits together with a goal of breaking through layers of defenses. For example, if the tester finds a means to gain access to an application server, they will then use the compromised server as a point to stage a new attack based on the resources the server has access to. In this way, a tester is able to simulate the methods performed by an attacker to identify areas of potential weakness in the environment.
Penetration testing techniques will be different for different organizations, and the type, depth, and complexity of the testing will depend on the specific environment and the organization's risk assessment."
"11.3.1","11","11.3","Perform external penetration

testing at least annually and after any significant infrastructure or application upgrade or modification (such as an operating system upgrade, a sub-network added to the environment, or a web server added to the environment).","Examine the scope of work and results from the
11.3.1.a most recent external penetration test to verify that penetration testing is performed as follows: • Per the defined methodology • At least annually • After any significant changes to the environment.","Penetration testing conducted on a regular basis and after significant changes to the environment is a proactive security measure that helps minimize potential access to the CDE by malicious individuals.
The determination of what constitutes a significant upgrade or modification is highly dependent on the"
"11.3.2","11","11.3","Perform internal penetration testing at least annually and after any significant infrastructure or application upgrade or modification (such as an operating system upgrade, a sub-network added to the environment, or a web server added to the environment).","11.3.2.a
Examine the scope of work and results from the most recent internal penetration test to verify that penetration testing is performed as follows. • Per the defined methodology • At least annually • After any significant changes to the environment.","significant. Performing penetration tests after network upgrades and modifications provides assurance that the controls assumed to be in place are still working effectively after the upgrade or modification."
"11.3.3","11","11.3","Exploitable vulnerabilities found during penetration testing are corrected and testing is repeated to verify the corrections.","11.3.3 Examine penetration testing results to verify that noted exploitable vulnerabilities were corrected and that repeated testing confirmed the vulnerability was corrected.",""
"11.3.4","11","11.3","If segmentation is used to isolate

the CDE from other networks, perform penetration tests at least annually and after any changes to segmentation controls/methods to verify that the segmentation methods are operational
Verify that the test was performed by a qualified
11.3.4.c internal resource or qualified external third party and, if applicable, organizational independence of the tester exists
(not required to be a QSA or ASV).","Examine segmentation controls and review
11.3.4.a penetration-testing methodology to verify that penetration testing procedures are defined to test all segmentation methods to confirm they are operational and effective, and isolate all out-of-scope systems from systems in the CDE.","Penetration testing is an important tool to confirm that any segmentation in place to isolate the CDE from other networks is effective. The penetration testing should focus on the segmentation controls, both from outside the entity's network and from inside the network but outside of the CDE, to confirm that they are not able to get through the segmentation controls to access the CDE. For"
"11.3.4.1","11","11.3","Additional requirement for service providers only: If segmentation","Examine the results from the most recent
11.3.4.1.a penetration test to verify that:","Note: This requirement applies only when the entity being assessed is a service provider."
"11.4","11","11.4","Use intrusion-detection and/or
Examine system configurations and network diagrams

11.4.a intrusion-prevention techniques to detect to verify that techniques
(such as intrusion-detection systems and/or prevent intrusions into the network.
and/or intrusion-prevention systems)
are in place to monitor
Monitor all traffic at the perimeter of the all traffic:
cardholder data environment as well as at types (hacker tools, Trojans, • At the perimeter of the cardholder data environment critical points in the cardholder data • At critical points in the cardholder data environment.
environment, and alert personnel to","Intrusion detection and/or intrusion prevention techniques (such as IDS/IPS) compare the traffic coming into the network with known ""signatures"" and/or behaviors of thousands of compromise and other malware), and send alerts and/or stop the attempt as it happens. Without a proactive approach to",""
