Group,Group Title,Subgroup,Subgroup Title,ID,Title,Class,Modalverb,Handlungsworte,Statement,Guidance,Praezisierung,Ergebnis,Security Level,Effort Level,Tags,Target Objects,Documentation,Dependency
DEI,"Design, Entwicklung und Integration",DEI.3,Datendokumentation & Lineage,DEI.3.1,Data Provenance Prozess verankern,requirement,SOLLTE,verankern,"Design, Entwicklung und Integration fuer Daten SOLLTE Data Provenance Prozess für die Dokumentation und Rückverfolgbarkeit von Datenquellen über den gesamten Datenlebenszyklus, bestehend aus der Festlegung von Anforderungen an Datenquellen und deren Beschaffung, Bewertung der Eignung, Vertrauenswürdigkeit und Integrität der Quellen, Erfassung und Pflege von Herkunfts-, Verarbeitungs- und Versionsinformationen, regelmäßiger Überprüfung von Beschaffung und Nutzung sowie nachvollziehbarer Dokumentation von Bewertungen, Nachweisen und Änderungen verankern.","Anbieter: Ziel ist es, dass Datenquellen und deren Historie für Trainings-, Validierungs- und Testdaten lückenlos nachvollziehbar gemacht und die Bereitstellung rechtssicher gestaltet werden kann. Standards und Metadatenmodelle können Herkunft, Kontext und Transformationen abbilden; Dokumentation von z. B. Imputation, Normalisierung und Encoding ist zweckmäßig. Automatisierte Lineage, unveränderliche Protokolle und Versionierung können durch Signaturen, Checksums oder Hashes ergänzt werden; Kataloge können Audits unterstützen. Zugriffssteuerung, Einwilligungs- und Lizenzverwaltung sowie Funktionstrennung können Missbrauchsrisiken verringern. Eine Integration mit Data Governance und ETL-Werkzeugen ist empfehlenswert; regelmäßige Audits, Monitoring und geschützte Protokolle können Compliance unterstützen. Ergänzend dazu ist eine lebenszykluskonforme Löschung von Provenienzdaten erstrebenswert. Weitere Hinweise hierzu können der QUAIDAL Produktreihe des BSI entnommen werden. 

Betreiber: Ziel ist es, dass Datenquellen und deren Historie für Betriebs- und Eingabedaten im Einsatzkontext nachvollziehbar dokumentiert und rückverfolgbar gehalten werden. Dazu können Herkunft, Kontext und Verarbeitungsschritte eingehender Daten erfasst und mit Metadaten versehen werden; Versionierung und Änderungshistorie sind zweckmäßig. Automatisierte Protokollierung und Checksums können die Integrität von Eingabedaten absichern; Datenquellen können regelmäßig auf Eignung, Vertrauenswürdigkeit und Aktualität geprüft werden. Zugriffssteuerung und Funktionstrennung können Manipulationsrisiken verringern. Ergänzend dazu können relevante Provenienzinformationen an den Anbieter zurückgespielt werden, z. B. bei Auffälligkeiten oder Quellenänderungen; eine lebenszykluskonforme Aufbewahrung und Löschung von Herkunftsnachweisen ist empfehlenswert. Weitere Hinweise hierzu können der QUAIDAL Produktreihe des BSI entnommen werden.","für die Dokumentation und Rückverfolgbarkeit von Datenquellen über den gesamten Datenlebenszyklus, bestehend aus der Festlegung von Anforderungen an Datenquellen und deren Beschaffung, Bewertung der Eignung, Vertrauenswürdigkeit und Integrität der Quellen, Erfassung und Pflege von Herkunfts-, Verarbeitungs- und Versionsinformationen, regelmäßiger Überprüfung von Beschaffung und Nutzung sowie nachvollziehbarer Dokumentation von Bewertungen, Nachweisen und Änderungen",Data Provenance Prozess,normal-SdT,3,Grundmodul; DATA; Anbieter; Betreiber,Daten,Datenherkunftsnachweis,
DEI,"Design, Entwicklung und Integration",DEI.4,Baseline/Heuristik & Modellansatz festlegen,DEI.4.1,Entwicklungsprozess verankern,requirement,SOLLTE,verankern,"Design, Entwicklung und Integration fuer Richtlinien SOLLTE Entwicklungsprozess zur Erfüllung der definierten Qualitätsmerkmale und -ziele bestehend aus Anforderungsanalyse und Konzeption sowie begründeter Auswahl von Methodik, Algorithmen und Modellen, Designentscheidungen für Architektur und Funktion, Entwicklung und Training, Validierung und Verifikation, Freigabe und Auslieferung sowie nachvollziehbarer Dokumentation über alle Phasen verankern.","Anbieter: Ziel ist es, dass die Entwicklung des KI-Systems einem strukturierten und phasenübergreifend nachvollziehbaren Vorgehen folgt, das Qualität, Sicherheit und regulatorische Nachweisführung von der Konzeption bis zur Auslieferung trägt. Dazu kann der Prozess an etablierten Vorgehensmodellen orientiert werden, z.B. MLOps-Referenzarchitekturen, und in das übergreifende Qualitäts- und Änderungsmanagement integriert werden. Klare Übergabekriterien zwischen den Phasen sind zweckmäßig, ebenso eine durchgängige Verknüpfung zwischen Anforderungen, Designentscheidungen, Trainingsläufen, Validierungsergebnissen und Freigaben. Ergänzend dazu sind Reproduzierbarkeit von Trainingsläufen, Versionierung von Daten, Code und Modellartefakten sowie eine risikoadäquate Tiefe der Phasendokumentation erstrebenswert; eine frühzeitige Einbindung von Sicherheits-, Datenschutz- und Compliance-Anforderungen unterstützt die Auslieferungsfähigkeit.","zur Erfüllung der definierten Qualitätsmerkmale und -ziele bestehend aus Anforderungsanalyse und Konzeption sowie begründeter Auswahl von Methodik, Algorithmen und Modellen, Designentscheidungen für Architektur und Funktion, Entwicklung und Training, Validierung und Verifikation, Freigabe und Auslieferung sowie nachvollziehbarer Dokumentation über alle Phasen",Entwicklungsprozess,normal-SdT,3,Grundmodul; AIGOV; Anbieter,Richtlinien,Entwicklungskonzept,019ebad9-7d08-7ebd-b4a8-6fd376004566
DEI,"Design, Entwicklung und Integration",DEI.5,Integration externer Modelle,DEI.5.1,KI-System-Architektur dokumentieren,requirement,SOLLTE,dokumentieren,"Design, Entwicklung und Integration fuer Richtlinien SOLLTE Architektur des KI-Systems bestehend aus den KI-Komponenten und ihrer Rolle im Kontext des Systemzwecks, der Hard- und Software-Einbettung samt zugehöriger Anforderungen, den Schnittstellen für Nutzende und zu angebundenen Systemen, den Informationsflüssen zwischen den Systembestandteilen und der der Begründung der Architekturwahl dokumentieren.","Anbieter: Ziel ist es, dass die Systemarchitektur so nachvollziehbar dokumentiert wird, dass Integrationsfähigkeit, Wartbarkeit und eine sichere Weiterentwicklung über den Lebenszyklus hinweg unterstützt werden. Die Dokumentation kann so detailliert ausfallen, dass die Zusammenhänge zwischen den Bausteinen und ihr Zusammenwirken im Hinblick auf den Systemzweck verständlich werden; Darstellungsmittel wie Architekturdiagramme, Komponenten- und Datenflussmodelle können die Nachvollziehbarkeit erhöhen. Die Hard- und Software-Einbettung samt zugehöriger Anforderungen sowie die Schnittstellen für Nutzende und zu angebundenen Systemen können beschrieben und die Informationsflüsse zwischen den Systembestandteilen dargestellt werden. Bei der Begründung der Architekturwahl können sicherheits- und qualitätsrelevante Zielkonflikte (z. B. zwischen Performance, Robustness und Wartbarkeit) nachvollziehbar dargelegt werden. Für eigenständige Anpassungen wie Online-Learning sind die Beschreibung der Rahmenbedingungen, Grenzen und Kontrollpunkte zweckmäßig, damit unkontrollierte Veränderungen vermieden werden. Ergänzend dazu kann die Architekturdokumentation versioniert und bei wesentlichen Änderungen aktualisiert werden, sodass sie konsistent zum tatsächlichen Systemstand bleibt.","bestehend aus den KI-Komponenten und ihrer Rolle im Kontext des Systemzwecks, der Hard- und Software-Einbettung samt zugehöriger Anforderungen, den Schnittstellen für Nutzende und zu angebundenen Systemen, den Informationsflüssen zwischen den Systembestandteilen und der der Begründung der Architekturwahl",Architektur des KI-Systems,normal-SdT,2,Grundmodul; AIGOV; Transparency; Anbieter,Richtlinien,Architekturdokumentation,
DEI,"Design, Entwicklung und Integration",DEI.5,Integration externer Modelle,DEI.5.2,Nutzung vortrainierter Modelle dokumentieren,requirement,SOLLTE,dokumentieren,"Design, Entwicklung und Integration fuer KI-Modelle SOLLTE Nutzungsbegründung vortrainierter Modelle bestehend aus der Begründung der Eignung für die vorgesehene Aufgabe (z. B. Domänenabdeckung, Kosten-Nutzen), der Bewertung der Dienstgütevereinbarungen (insbesondere Verfügbarkeit, Skalierbarkeit und Performance unter typischen Lastprofilen) sowie einer Ausstiegs- und Kontinuitätsstrategie einschließlich Rückfalloptionen, Migrationspfaden und Daten- bzw. Artefaktportabilität dokumentieren.","Anbieter: Ziel ist es, Nachvollziehbarkeit der Modellwahl und Betriebsfähigkeit bei Drittanbieterabhängigkeit zu sichern. Dazu kann die Dokumentation begründen, warum ein vortrainiertes Modell für die Aufgabe geeignet ist, z.B. Domänenabdeckung, Kosten-Nutzen. Eine Bewertung der Dienstgütevereinbarungen ist sinnvoll, insbesondere Verfügbarkeit, Skalierbarkeit und Performance unter typischen Lastprofilen. Ergänzend dazu ist eine Ausstiegs- und Kontinuitätsstrategie zweckmäßig; dazu können Rückfalloptionen, Migrationspfade und Daten- bzw. Artefaktportabilität beschrieben werden, z.B. Modellbeschreibungen, Zwischenstände und Tokenisierer.","bestehend aus der Begründung der Eignung für die vorgesehene Aufgabe (z. B. Domänenabdeckung, Kosten-Nutzen), der Bewertung der Dienstgütevereinbarungen (insbesondere Verfügbarkeit, Skalierbarkeit und Performance unter typischen Lastprofilen) sowie einer Ausstiegs- und Kontinuitätsstrategie einschließlich Rückfalloptionen, Migrationspfaden und Daten- bzw. Artefaktportabilität",Nutzungsbegründung vortrainierter Modelle,normal-SdT,1,Grundmodul; Transparency; Anbieter,KI-Modelle,Lieferantenbewertung KI,
DEI,"Design, Entwicklung und Integration",DEI.5,Integration externer Modelle,DEI.5.3,Vorgelagerte KI-Produkte dokumentieren,requirement,SOLLTE,dokumentieren,"Design, Entwicklung und Integration fuer Dienstleistungen SOLLTE Identifikation der direkt genutzten vorgelagerten KI-Produkte bestehend aus der Angabe, ob und welche vorgelagerten KI-Produkte eingebunden sind (mit Informationen auf Ebene von System (z.B. Versionierung und Eingabe-/Ausgabe-Modalitäten), Modell (z.B. Trainings-Modalitäten und Lizenzmodell), Datensatz (z.B. Name und Herkunft), Infrastruktur (z.B. KI-spezifische Hardware und Firmware), sowie Informationen in den Bereichen Sicherheit (z.B.über Compliance und Schwachstellen) und KPIs (z.B. Sicherheits- und Performance-Metriken)), der Beschreibung der Integration und der bestehenden Datenflüsse dokumentieren.","Anbieter: Ziel ist es, Abhängigkeiten zu vorgelagerten KI-Produkten transparent zu machen und deren Einfluss auf das Konformitätsobjekt nachvollziehbar zu halten. Dazu kann dokumentiert werden, ob und welche vorgelagerten KI-Produkte eingebunden sind; hilfreich sind Identifikationsmerkmale, Quelle, Lizenz- und Nutzungsbedingungen sowie verfügbare Konformitätsunterlagen. Ergänzend kann beschrieben werden, wie die Integration erfolgt, welche Datenflüsse bestehen und welche Änderungen am vorgelagerten Produkt vorgenommen wurden, z.B. Fine-Tuning oder Quantisierung.","bestehend aus der Angabe, ob und welche vorgelagerten KI-Produkte eingebunden sind (mit Informationen auf Ebene von System (z.B. Versionierung und Eingabe-/Ausgabe-Modalitäten), Modell (z.B. Trainings-Modalitäten und Lizenzmodell), Datensatz (z.B. Name und Herkunft), Infrastruktur (z.B. KI-spezifische Hardware und Firmware), sowie Informationen in den Bereichen Sicherheit (z.B.über Compliance und Schwachstellen) und KPIs (z.B. Sicherheits- und Performance-Metriken)), der Beschreibung der Integration und der bestehenden Datenflüsse",Identifikation der direkt genutzten vorgelagerten KI-Produkte,normal-SdT,2,Grundmodul; Transparency; Anbieter,Dienstleistungen,KI-Stückliste,
VAV,Verifikation & Validierung,VAV.1,Security/Robustness Testing,VAV.1.1,Qualitätsmanagementprozess für KI-spezifische Cybersecurity,requirement,SOLLTE,verankern,"Verifikation & Validierung fuer Anwendungen SOLLTE Qualitätsmanagementprozess für KI-spezifische Cybersecurity inkl. der Bewertung der Angriffsfläche, dem Ableiten von Angriffsszenarien und Testfällen, der Simulation von Angriffen sowie dem Umsetzen und Testen der Wirksamkeit von Gegenmaßnahmen verankern.","Anbieter: Ziel ist es, dass risikobasierte und überprüfbare Anforderungen die Sicherheit des KI-Systems stützen und KI-spezifische Angriffsvektoren systematisch identifiziert und adressiert werden. Dazu können Anforderungen aus der Risikobewertung abgeleitet und in der Systembeschreibung verankert werden; dies umfasst nachteilige Szenarien, Mindestschutzniveaus sowie Resistenzgrade gegen spezifische Bedrohungen und Angriffe. Die Angriffsfläche des KI-Systems kann bewertet werden (z. B. Eingabe-/Ausgabeschnittstellen, Modellzugriff, Trainings-/Inferenzpipeline); daraus können Angriffsszenarien und Testfälle abgeleitet werden, z. B. Evasion, Data Poisoning, Model Extraction oder Prompt Injection. Die Wirksamkeit der abgeleiteten Gegenmaßnahmen kann durch simulierte Angriffe (z. B. Adversarial Testing, Red Teaming) überprüft werden. Ergänzend dazu sind Cybersecurity-Metriken mit Zielwerten und Toleranzintervallen zweckmäßig; die Anforderungen sowie Szenarien, Ergebnisse und Maßnahmen können konsistent und nachvollziehbar dokumentiert und für nachgelagerte Akteure bereitgestellt werden, sodass Prüfungen und Nachweise effizient möglich sind.

Betreiber: Ziel ist es, dass die vom Anbieter definierten Sicherheitsanforderungen im Einsatzkontext wirksam umgesetzt und überwacht werden und KI-spezifische Angriffsvektoren im eigenen Einsatzumfeld aktiv geprüft werden. Dazu können die dokumentierten Mindestschutzniveaus und Resistenzgrade auf die konkrete Einsatzumgebung angewendet und bei Bedarf um kontextspezifische Bedrohungsszenarien ergänzt werden. Cybersecurity-Metriken können operativ überwacht und gegen die definierten Zielwerte und Toleranzintervalle geprüft werden; Abweichungen können dokumentiert und eskaliert werden. Regelmäßige Sicherheitsprüfungen im Betrieb können durchgeführt werden, wobei Bedrohungsinformationen und Beobachtungen aus dem produktiven Betrieb herangezogen werden können, um Angriffsszenarien abzuleiten und zu simulieren (z. B. Adversarial Testing, Red Teaming). Ergänzend dazu können Erkenntnisse in das betriebliche Risikomanagement einfließen und an den Anbieter zurückgespielt werden.","für KI-spezifische Cybersecurity inkl. der Bewertung der Angriffsfläche, dem Ableiten von Angriffsszenarien und Testfällen, der Simulation von Angriffen sowie dem Umsetzen und Testen der Wirksamkeit von Gegenmaßnahmen",Qualitätsmanagementprozess,normal-SdT,2,Grundmodul; Robustness; Anbieter; Betreiber,Anwendungen,KI-Sicherheitskonzept,019ebad9-7d08-7ebd-b4a8-6fd376004566
DEP,Deployment,DEP.1,Deployment-Plan & Release,DEP.1.1,Change-Management und Freigabeverfahren verankern,requirement,SOLLTE,verankern,"Deployment fuer Anwendungen SOLLTE Change-Management-, Test- und Freigabeverfahren für die produktive Nutzung ausschließlich autorisierter und freigegebener Änderungen der KI-Anwendung verankern.","Anbieter: Ziel ist es, dass robuste Change-, Test- und Freigabeprozesse verankert werden, um nur autorisierte, geprüfte Änderungen sicher in die Produktion zu bringen und Rückverfolgbarkeit sowie Betriebssicherheit zu gewährleisten. Dazu kann das Definieren und Dokumentieren von Verfahren für Change, Test und Freigabe gehören; Änderungen können klassifiziert, autorisiert und nach Vier-Augen-Prinzip/Funktionstrennung behandelt werden. Vor dem Rollout kann getestet, validiert und die Abnahme dokumentiert werden. Release- und Deployment-Prozesse können Versionierung, Rollback und Migrationsschritte enthalten. Verfahren für Installation und Überwachung von Modelländerungen sowie operatives Performance- und Driftmonitoring inkl. Alarmierung können eingerichtet werden; Nachweise können revisionssicher gespeichert werden. Ergänzend dazu können Notfall- und Standard-Changes inkl. CAB und Ausnahmen geregelt, Zugriffe kontrolliert und Änderungen an Stakeholder kommuniziert werden.

Betreiber: Ziel ist es, dass Änderungen am KI-System im eigenen Einsatzkontext kontrolliert eingeführt werden, sodass ausschließlich autorisierte und geprüfte Änderungen produktiv wirksam werden und die Betriebssicherheit durchgängig gewährleistet bleiben kann. Dazu kann die Etablierung eines dokumentierten und freigegebenen Change-Management-Prozesses gehören, der Änderungen klassifiziert, bewertet und nach Vier-Augen-Prinzip sowie Funktionstrennung autorisiert. Vor produktiver Übernahme von Anbieter-Updates, Konfigurationsanpassungen oder Modellwechseln können Tests in einer repräsentativen Umgebung durchgeführt und Abnahmen formal dokumentiert werden. Release- und Deployment-Verfahren können Versionierung, Rollback- und Migrationsschritte sowie definierte Wartungsfenster umfassen. Die Installation und Überwachung von Modelländerungen kann nachvollziehbar protokolliert werden; operatives Performance- und Driftmonitoring mit Alarmierung kann die frühzeitige Erkennung von Abweichungen unterstützen. Nachweise zu Tests, Freigaben und Rollouts können revisionssicher gespeichert werden; Notfall- und Standard-Changes inkl. Eskalations- und Ausnahmeprozessen können geregelt werden. Ergänzend dazu können Zugriffe auf produktive Systeme kontrolliert, relevante Änderungen intern kommuniziert und bei wesentlichen Abweichungen an den Anbieter rückgemeldet werden.",für die produktive Nutzung ausschließlich autorisierter und freigegebener Änderungen der KI-Anwendung,"Change-Management-, Test- und Freigabeverfahren",normal-SdT,2,Grundmodul; Accountability; AIGOV; Anbieter; Betreiber,Anwendungen,Freigabeplan,
OPS,Betrieb und Überwachung,OPS.1,Monitoring in Produktion,OPS.1.1,Datenmanagementprozess für Betriebs- und Eingabedaten,requirement,SOLLTE,verankern,Betrieb und Überwachung fuer Daten SOLLTE Datenmanagementprozess für Betriebs- und Eingabedaten verankern.,"Anbieter: Ziel ist es, dass die im Betrieb anfallenden Daten so spezifiziert werden, dass Qualität, Nachvollziehbarkeit und Compliance auch im laufenden Einsatz sichergestellt werden können. Dazu können Anforderungen an Betriebs- und Eingabedaten, ein Datenmodell bzw. eine Datenarchitektur sowie Vorgaben zu Protokollierung, Aufbewahrung und Löschung operativer Daten definiert werden. Verfahren zur laufenden Datenqualitätssicherung und zur Erkennung von Verteilungsverschiebungen (Drift) können beschrieben und Rollen, Ressourcen sowie Zuständigkeiten benannt werden. Ergänzend dazu sind die Erfüllung rechtlicher Vorgaben sowie Versionierung und Freigaben empfehlenswert.

Betreiber: Ziel ist es, dass Betriebs- und Eingabedaten im Einsatzkontext fortlaufend qualitätsgesichert, zweckgebunden und regelkonform gehandhabt werden. Dazu können Betriebsdaten regelmäßig auf Eignung, Qualität und Verteilungsverschiebungen geprüft, relevante Datenstände zur Reproduzierbarkeit protokolliert und Aufbewahrungs- sowie Löschkonzepte umgesetzt werden. Zugangsmanagement und Integritätsprüfungen sind empfehlenswert. Ergänzend dazu können Qualitätsabweichungen oder Auffälligkeiten dokumentiert und an den Anbieter zurückgemeldet werden.",für Betriebs- und Eingabedaten,Datenmanagementprozess,normal-SdT,2,Grundmodul; DATA; Anbieter; Betreiber,Daten,Datenmanagement-Framework KI,019eb768-15e8-7596-b62d-8929ea9d15d6
OPS,Betrieb und Überwachung,OPS.1,Monitoring in Produktion,OPS.1.2,Monitoring-Prozess für Robustness,requirement,SOLLTE,verankern,Betrieb und Überwachung fuer Anwendungen SOLLTE Monitoring-Prozess für Robustness des KI-Systems verankern.,"Anbieter: Ziel ist es, dass Robustnessschwächen des KI-Systems frühzeitig identifiziert und bewertet werden, sodass die Widerstandsfähigkeit gegen Störungen und ungünstige Eingabebedingungen erhalten bleibt. Dazu kann eine fortlaufende Beobachtung relevanter Robustnessaspekte erfolgen, z. B. Verhalten bei Eingabestörungen, Ausreißern, unvollständigen oder verrauschten Daten sowie bei Grenz- und Sonderfällen; Ergebnisse können zu Robustnessszenarien konsolidiert werden. Die Bewertung kann modell- und algorithmische Schwachstellen, betroffene Datenmerkmale sowie Umsetzungsreferenzen berücksichtigen. Ergänzend dazu sind geeignete technische Reaktionen zweckmäßig, z. B. erneutes Training, Modellherabstufung, Anpassung des Einsatzbereichs oder Rückfalloption, jeweils mit Validierung und Freigabe. Darüber hinaus ist eine mindestens jährliche und anlassbezogene Neubewertung der Robustnessexposition erstrebenswert; bei Transfer Learning ist die Einbeziehung von Robustnessschwächen genutzter vortrainierter Modelle zweckmäßig.

Betreiber: Die Anforderung dient dazu, dass Robustnessrisiken im eigenen Einsatzumfeld fortlaufend erkannt und wirksam adressiert werden. Dazu können die vereinbarten Robustnessindikatoren produktiv überwacht und Beobachtungen aus dem produktiven Betrieb herangezogen werden, z. B. zum Verhalten bei untypischen, gestörten oder unvollständigen Eingaben. Relevante Veränderungen im Nutzungskontext, in Schnittstellen oder in den Eingabedaten können anlassbezogen bewertet und an den Anbieter zurückgespiegelt werden. Ergänzend dazu können Reaktionen gemäß Betriebshandbüchern ausgelöst werden, z. B. Aktivierung der Rückfalloption, Rücksetzmechanismus oder Anstoß eines erneuten Trainings beim Anbieter; aktualisierte Modelle können nach Freigabe übernommen werden. Mindestens jährliche und ereignisgetriebene Reviews sind erstrebenswert.",für Robustness des KI-Systems,Monitoring-Prozess,normal-SdT,2,Grundmodul; Monitoring; Robustness; Anbieter; Betreiber,Anwendungen,Monitoring-Konzept KI-System,019eb768-15e8-7802-a82c-baf874814b61
OPS,Betrieb und Überwachung,OPS.1,Monitoring in Produktion,OPS.1.3,Monitoring-Prozess verankern,requirement,SOLLTE,verankern,"Betrieb und Überwachung fuer Richtlinien SOLLTE Monitoring-Prozess bestehend aus dem Definieren der Überwachungsobjekte sowie (ggf. fehlender) Metriken und Thresholds unter Beachtung des Qualitäts- und Risikomanagements, dem Implementieren der Überwachungsmechanismen, dem kontinuierlichen Erheben und Auswerten der Metriken, dem Bewerten von Abweichungen, dem Dokumentieren der Ergebnisse sowie dem regelmäßigen Überprüfen und Anpassen verankern.","Anbieter: Ziel ist es, dass das Monitoring als zusammenhängendes System ausgestaltet ist, das verschiedene Beobachtungsdimensionen – z.B. Performance, Robustheit, Sicherheit, Daten- und Konzeptdrift, Erklärbarkeit – konsistent verbindet, statt sie isoliert zu betrachten. Eine Architektur mit gemeinsamer Telemetrie-Basis, abgestimmten Metrikdefinitionen und konsistenter Zeitbasis ist zweckmäßig; Risiko- und Schutzbedarf können die Granularität der Überwachung leiten. Ergänzend dazu sind eine Verzahnung mit Logging, Incident-Management und Risikomanagement sowie die Berücksichtigung von Falsch-Positiv- und Falsch-Negativ-Raten erstrebenswert. Werkzeugunterstützung mit Dashboards und automatischer Alarmierung kann die Bewertung von Abweichungen wirksam unterstützen.

Betreiber: Zweck der Anforderung ist es, dass das Monitoring im Einsatzkontext aussagekräftige Erkenntnisse liefert, die operative Entscheidungen tragen. Dazu kann der vom Anbieter vorgegebene Rahmen um kontextspezifische Metriken ergänzt werden, z.B. Geschäftskennzahlen oder fachliche Plausibilitätsprüfungen, die im Anbietermonitoring nicht abbildbar sind. Eine Integration in vorhandene IT-Monitoring- und SIEM-Landschaften ist zweckmäßig, ebenso klare Verantwortlichkeiten für die Auswertung. Ergänzend dazu sind die Vermeidung von Alarmmüdigkeit durch sinnvoll kalibrierte Schwellen sowie regelmäßige Reviews der Monitoring-Wirksamkeit erstrebenswert; Befunde können strukturiert an den Anbieter zurückgespiegelt werden.","bestehend aus dem Definieren der Überwachungsobjekte sowie (ggf. fehlender) Metriken und Thresholds unter Beachtung des Qualitäts- und Risikomanagements, dem Implementieren der Überwachungsmechanismen, dem kontinuierlichen Erheben und Auswerten der Metriken, dem Bewerten von Abweichungen, dem Dokumentieren der Ergebnisse sowie dem regelmäßigen Überprüfen und Anpassen",Monitoring-Prozess,normal-SdT,3,Grundmodul; Monitoring; Anbieter; Betreiber,Richtlinien,Monitoring-Konzept KI-System,
OPS,Betrieb und Überwachung,OPS.1,Monitoring in Produktion,OPS.1.4,Monitoring-Prozess für Daten im Betrieb,requirement,SOLLTE,verankern,Betrieb und Überwachung fuer Daten SOLLTE Monitoring-Prozess für die Daten des KI-Systems im Betrieb verankern.,"Betreiber: Die Anforderung dient dazu, dass die Daten des KI-Systems im laufenden Einsatz hinsichtlich Qualität, Verzerrungen und Veränderungen kontinuierlich überwacht werden. Dazu können die vom Anbieter bereitgestellten Funktionen und empfohlenen Tests aktiv genutzt werden, z.B. Sanity Checks zur Erkennung von Model Drift sowie Prüfungen auf schädliche oder verzerrte Eingabedaten. Schwellenwerte für menschliche Überprüfung können konfiguriert und bei Abweichungen Gegenmaßnahmen ausgelöst werden. Ergänzend dazu ist eine strukturierte Rückmeldung an den Anbieter zweckmäßig, sofern systematische Probleme erkannt werden, die nicht eigenständig behoben werden können.",für die Daten des KI-Systems im Betrieb,Monitoring-Prozess,normal-SdT,2,Grundmodul; DATA; Monitoring; Betreiber,Daten,Monitoring-Konzept KI-System,019eb768-15e8-7802-a82c-baf874814b61
OPS,Betrieb und Überwachung,OPS.1,Monitoring in Produktion,OPS.1.5,Monitoring-Prozess für Performance,requirement,SOLLTE,verankern,Betrieb und Überwachung fuer Anwendungen SOLLTE Monitoring-Prozess für die Performance des KI-Systems verankern.,"Anbieter: Ziel ist es, dass Abweichungen bei der Performance des KI-Systems im Betrieb früh erkannt und stabil gehalten werden, auch bei Modell- und Konzeptdrift. Dazu können geeignete Tests und Indikatoren bereitgestellt werden, z. B. Sanity Checks zur Überwachung der Performance-Grenzen sowie geeignete Indikatoren für Modell- und Konzeptdrift, abgrenzbar zu reiner Datendrift; Verfahren zur Datenerhebung können etabliert werden, z. B. Labels oder Ersatzsignale wie Rückmeldungen und Geschäftskennzahlen. Ein kontinuierlicher Testplan mit definierten Schwellwerten und menschlicher Überprüfung ist zweckmäßig, ebenso Mechanismen zur automatischen Beobachtung größerer Systemänderungen. Ergänzend dazu sind technische Reaktionen zweckmäßig, z. B. erneutes Training, Modellherabstufung, Anpassung des Einsatzbereichs oder Rückfalloption, jeweils mit Validierung und Freigabe. Darüber hinaus ist eine nachvollziehbare Argumentation empfehlenswert, dass die Maßnahmen die Performance angemessen erhalten.

Betreiber: Ziel ist es, dass die Wirksamkeit der Performance-Maßnahmen im konkreten Einsatz bestätigt und bei Abweichungen oder Drift risikoadäquat reagiert wird. Dazu kann die fortlaufende Auswertung der bereitgestellten Sanity Checks und Drift-Indikatoren erfolgen; verfügbare Labels können gesammelt und bei Knappheit durch Ersatzsignale ergänzt werden, z. B. Rückmeldungen oder Geschäftskennzahlen. Es kann geprüft werden, ob die vom Anbieter dokumentierten Performance-Grenzen und Restrisiken im Betrieb bestätigt werden oder kontextbedingt neue Risiken entstehen. Ergänzend dazu können Reaktionen gemäß Betriebshandbüchern ausgelöst werden, z. B. Aktivierung der Rückfalloption, Rücksetzmechanismus oder Anstoß eines erneuten Trainings beim Anbieter; aktualisierte Modelle können nach Freigabe übernommen werden. Bei unzureichender Risikominderung sind Eskalation an den Anbieter, Anpassung der Nutzung oder vorübergehende Aussetzung des Betriebs zweckmäßig. Die Abgrenzung zu reiner Datendrift ist dabei zweckmäßig.",für die Performance des KI-Systems,Monitoring-Prozess,normal-SdT,2,Grundmodul; Monitoring; Performance; Anbieter; Betreiber,Anwendungen,Monitoring-Konzept KI-System,019eb768-15e8-7802-a82c-baf874814b61
